X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-1418.0,-1700.0,-120.018,1.53531e-06,87.6334,-60.9533,92.3666,-62.2906,-1439.88,-1804.87,-1405.02,-1723.36
-1416.0,-1700.0,-137.915,2.74976e-06,88.6789,111.115,91.3211,-70.799,-1493.09,-1806.99,-1443.78,-1628.06
-1414.0,-1700.0,-127.078,1.09894e-06,91.6495,143.106,93.8699,-36.7545,-1406.59,-1644.45,-1440.8,-1679.88
-1412.0,-1700.0,-114.907,1.27107e-06,87.141,-115.934,92.859,-59.5005,-1443.74,-1765.27,-1443.74,-1765.27
-1410.0,-1700.0,-110.266,9.22656e-07,86.06,133.531,93.94,-46.4688,-1410.0,-1700.0,-1600.0,-1500.0
-1408.0,-1700.0,-110.309,9.27251e-07,86.0824,133.831,93.9176,-46.1691,-1408.0,-1700.0,-1600.0,-1500.0
-1406.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1404.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1402.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1800.0,-1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1798.0,-1698.0,-146.997,1.4701e-06,93.1225,-27.3783,92.6292,-134.595,-1844.62,-1748.11,-1787.59,-1703.39
